UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Quality Prediction,Quality Status,Quality Confidence,Anomaly,Failure Probability,Risk Level,Maintenance Recommendation,AI Recommendation,Priority,Overall Status,Human Decision,Approval Time,Approved By,AI Overall Risk,Maintenance Probability,Case ID
4022.0,H33435,H,302.1,310.9,1452,42.5,198,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04022
4023.0,L51202,L,302.1,310.9,1666,30.7,203,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04023
4024.0,L51203,L,302.1,311.0,1364,50.0,205,0.0,No Failure,0.0,Good,0.76,Normal,0.28,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04024
4025.0,M18884,M,302.1,311.0,1351,60.3,207,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04025
4026.0,H33439,H,302.1,311.0,1729,26.1,210,0.0,No Failure,0.0,Good,0.97,Normal,0.055,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04026
4027.0,M18886,M,302.1,311.0,1574,34.1,215,0.0,No Failure,0.0,Good,0.58,Normal,0.43,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04027
4028.0,L51207,L,302.0,311.0,1566,37.8,218,0.0,No Failure,0.0,Good,0.57,Normal,0.435,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04028
4029.0,L51208,L,302.0,310.9,1455,43.2,220,0.0,No Failure,0.0,Good,0.73,Normal,0.325,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04029
4030.0,H33443,H,302.0,310.9,1679,29.0,222,0.0,No Failure,0.0,Good,0.62,Normal,0.345,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04030
4031.0,L51210,L,302.0,310.8,2143,17.3,227,0.0,No Failure,0.0,Good,0.64,Anomaly,0.37,Medium,Schedule maintenance inspection,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04031
4032.0,L51211,L,302.0,310.8,1447,42.7,229,0.0,No Failure,0.0,Good,0.68,Normal,0.36,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04032
4033.0,L51212,L,302.0,310.8,1383,50.3,231,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04033
4034.0,L51213,L,302.1,310.8,1772,27.1,233,0.0,No Failure,0.0,Good,0.67,Normal,0.355,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04034
4035.0,L51214,L,302.0,310.8,1615,29.0,235,1.0,Tool Wear Failure,0.0,Good,0.7,Normal,0.325,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04035
4036.0,L51215,L,302.0,310.8,1454,36.6,0,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04036
4037.0,L51216,L,302.0,310.8,1445,49.1,2,0.0,No Failure,0.0,Good,0.99,Normal,0.02,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04037
4038.0,M18897,M,302.0,310.8,1609,35.2,4,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04038
4039.0,L51218,L,302.0,310.9,1546,34.4,7,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04039
4040.0,L51219,L,301.9,310.8,1567,39.3,9,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04040
4041.0,L51220,L,302.0,310.8,1767,27.4,11,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04041
4042.0,L51221,L,302.0,310.9,1539,34.2,13,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04042
4043.0,L51222,L,302.0,310.9,1564,39.0,15,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04043
4044.0,M18903,M,302.0,310.8,1445,46.3,17,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04044
4045.0,M18904,M,301.9,310.9,1419,47.7,20,1.0,No Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04045
4046.0,M18905,M,301.8,310.9,1881,20.9,23,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04046
4047.0,M18906,M,301.9,310.9,1421,46.2,26,0.0,No Failure,0.0,Good,0.82,Normal,0.16,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04047
4048.0,L51227,L,301.9,311.0,1455,46.0,29,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04048
4049.0,L51228,L,301.9,311.0,2691,12.1,31,1.0,Power Failure,1.0,Defective,1.0,Anomaly,1.0,High,Immediate inspection recommended,CRITICAL: Hold product and stop machine for immediate inspection,Critical,CRITICAL,Pending Human Review,,,,,CASE-04049
4050.0,L51229,L,301.8,310.8,1505,41.2,33,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04050
4051.0,L51230,L,301.8,310.8,1456,46.6,35,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04051
4052.0,L51231,L,301.8,310.8,1383,46.4,37,0.0,No Failure,0.0,Good,1.0,Normal,0.025,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04052
4053.0,M18912,M,301.9,310.8,1563,39.2,39,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04053
4054.0,M18913,M,301.9,310.9,2305,16.1,42,0.0,No Failure,0.0,Good,0.99,Anomaly,0.025,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04054
4055.0,M18914,M,301.9,310.9,1456,43.6,45,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04055
4056.0,L51235,L,302.0,311.0,1865,22.7,48,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04056
4057.0,L51236,L,301.9,310.9,1597,36.9,50,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04057
4058.0,L51237,L,302.0,310.9,1495,38.6,52,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04058
4059.0,M18918,M,302.0,310.9,1456,47.2,54,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04059
4060.0,L51239,L,301.9,310.8,1465,44.3,57,0.0,No Failure,0.0,Good,1.0,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04060
4061.0,M18920,M,302.0,310.9,1352,55.5,59,0.0,No Failure,0.0,Good,0.67,Normal,0.395,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04061
4062.0,L51241,L,301.9,310.8,1906,21.7,62,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04062
4063.0,L51242,L,302.0,310.9,1446,44.0,64,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04063
4064.0,L51243,L,302.0,310.8,1948,19.7,66,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04064
4065.0,L51244,L,301.9,310.7,1480,47.1,68,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04065
4066.0,M18925,M,301.9,310.7,1511,37.6,70,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04066
4067.0,M18926,M,301.9,310.7,1472,47.0,73,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04067
4068.0,L51247,L,301.9,310.7,1429,51.0,76,0.0,No Failure,0.0,Good,0.98,Normal,0.02,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04068
4069.0,L51248,L,301.9,310.7,1405,48.8,78,0.0,No Failure,0.0,Good,0.95,Normal,0.06,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04069
4070.0,M18929,M,301.9,310.7,1405,47.9,80,0.0,No Failure,0.0,Good,0.96,Normal,0.035,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04070
4071.0,L51250,L,302.0,310.7,1348,58.1,83,0.0,No Failure,0.0,Good,0.71,Normal,0.37,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04071
4072.0,L51251,L,301.9,310.6,1331,68.6,85,1.0,Power Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04072
4073.0,L51252,L,301.9,310.6,1610,33.4,87,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04073
4074.0,M18933,M,301.9,310.6,1412,46.5,89,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04074
4075.0,L51254,L,302.0,310.7,1453,42.7,92,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04075
4076.0,L51255,L,302.0,310.6,1583,38.9,94,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04076
4077.0,M18936,M,302.0,310.6,1539,37.4,96,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04077
4078.0,L51257,L,302.0,310.5,1635,39.8,99,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04078
4079.0,H33492,H,302.1,310.7,1294,62.4,101,1.0,Heat Dissipation Failure,1.0,Defective,0.51,Normal,0.525,Medium,Schedule maintenance inspection,QUALITY ALERT: Hold product for quality inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04079
4080.0,L51259,L,302.0,310.5,1978,22.0,106,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04080
4081.0,L51260,L,302.0,310.4,1357,58.0,108,1.0,Heat Dissipation Failure,1.0,Defective,0.76,Normal,0.775,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04081
4082.0,L51261,L,302.0,310.4,1336,58.2,110,1.0,Heat Dissipation Failure,1.0,Defective,0.81,Normal,0.835,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04082
4083.0,L51262,L,302.0,310.4,1568,39.2,112,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04083
4084.0,M18943,M,302.0,310.4,1567,36.4,114,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04084
4085.0,L51264,L,302.0,310.4,1611,35.6,117,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04085
4086.0,H33499,H,302.0,310.5,1841,23.6,119,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04086
4087.0,L51266,L,302.0,310.5,1567,36.1,124,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04087
4088.0,L51267,L,301.9,310.4,1376,54.9,126,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04088
4089.0,L51268,L,301.9,310.5,1477,42.4,128,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04089
4090.0,M18949,M,301.9,310.5,1590,40.3,130,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04090
4091.0,L51270,L,302.0,310.5,2197,15.8,133,0.0,No Failure,0.0,Good,0.99,Anomaly,0.02,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04091
4092.0,M18951,M,302.0,310.4,1595,32.9,135,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04092
4093.0,H33506,H,302.0,310.5,1812,24.4,138,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04093
4094.0,M18953,M,302.0,310.5,1573,32.1,143,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04094
4095.0,L51274,L,302.0,310.5,1651,30.9,146,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04095
4096.0,H33509,H,302.0,310.5,1459,43.2,148,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04096
4097.0,L51276,L,301.9,310.4,1370,51.7,153,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04097
4098.0,L51277,L,301.9,310.4,1518,34.1,155,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04098
4099.0,L51278,L,302.0,310.3,1648,29.6,157,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04099
4100.0,L51279,L,302.0,310.4,1464,47.2,159,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04100
4101.0,L51280,L,302.0,310.4,1895,23.2,161,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04101
4102.0,L51281,L,301.9,310.4,1884,23.4,163,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04102
4103.0,L51282,L,302.0,310.4,1450,46.6,165,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04103
4104.0,L51283,L,302.0,310.4,1448,43.4,167,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04104
4105.0,L51284,L,302.1,310.5,1389,49.6,169,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04105
4106.0,L51285,L,302.0,310.6,1583,35.2,171,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04106
4107.0,L51286,L,301.9,310.5,1425,51.1,173,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04107
4108.0,L51287,L,302.0,310.5,1809,27.1,175,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04108
4109.0,L51288,L,301.9,310.5,1892,21.8,177,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04109
4110.0,M18969,M,301.9,310.6,1475,47.8,179,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04110
4111.0,L51290,L,302.0,310.6,1361,46.7,182,0.0,No Failure,0.0,Good,0.55,Normal,0.435,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04111
4112.0,M18971,M,302.0,310.6,1563,41.0,184,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04112
4113.0,H33526,H,301.9,310.5,1472,39.7,187,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04113
4114.0,L51293,L,302.0,310.6,1325,55.3,192,0.0,No Failure,1.0,Defective,0.52,Normal,0.495,Medium,Schedule maintenance inspection,QUALITY ALERT: Hold product for quality inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04114
4115.0,L51294,L,302.0,310.6,1358,53.1,194,0.0,No Failure,0.0,Good,0.64,Normal,0.325,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04115
4116.0,H33529,H,302.0,310.6,1346,54.7,196,0.0,No Failure,0.0,Good,0.56,Normal,0.405,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04116
4117.0,M18976,M,302.0,310.5,1381,58.4,201,0.0,No Failure,0.0,Good,0.58,Normal,0.435,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04117
4118.0,L51297,L,301.9,310.5,1340,55.7,204,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04118
4119.0,L51298,L,302.0,310.6,1366,47.7,206,0.0,No Failure,0.0,Good,0.59,Normal,0.45,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04119
4120.0,L51299,L,302.1,310.7,1325,45.1,208,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04120
4121.0,M18980,M,302.1,310.7,1376,46.3,210,1.0,Heat Dissipation Failure,1.0,Defective,0.89,Normal,0.855,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04121
4122.0,M18981,M,302.1,310.7,1364,47.8,213,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04122
4123.0,L51302,L,302.2,310.6,1462,43.6,0,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04123
4124.0,M18983,M,302.1,310.6,1517,38.9,2,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04124
4125.0,L51304,L,302.1,310.6,1385,53.6,5,0.0,No Failure,0.0,Good,0.97,Normal,0.05,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04125
4126.0,L51305,L,302.1,310.6,1439,40.0,7,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04126
4127.0,M18986,M,302.0,310.6,1623,34.3,9,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04127
4128.0,H33541,H,302.0,310.6,1438,43.2,12,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04128
4129.0,L51308,L,301.9,310.4,1708,24.8,17,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04129
4130.0,M18989,M,301.8,310.3,1666,32.7,19,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04130
4131.0,L51310,L,301.9,310.4,1286,62.8,22,1.0,Heat Dissipation Failure,0.0,Good,0.58,Normal,0.505,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04131
4132.0,L51311,L,301.9,310.3,1485,46.3,24,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04132
4133.0,M18992,M,301.8,310.3,1409,52.5,26,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04133
4134.0,L51313,L,301.8,310.3,1765,27.3,29,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04134
4135.0,L51314,L,301.8,310.3,1688,28.8,31,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04135
4136.0,M18995,M,301.7,310.3,1787,26.7,33,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04136
4137.0,L51316,L,301.7,310.1,1487,48.0,36,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04137
4138.0,L51317,L,301.7,310.1,1384,50.5,38,0.0,No Failure,0.0,Good,0.96,Normal,0.05,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04138
4139.0,L51318,L,301.7,310.2,1311,57.4,40,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04139
4140.0,H33553,H,301.7,310.2,1620,30.8,42,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04140
